ID-Lattes,Nome,Título,Ano,Pais,Finalidade,Instituição-financiadora,Palavras-chave,Autores,Quantidade-autores,Tipo-patente,Código-do-registro-ou-patente,Data-pedido-depósito,Data-pedido-exame,Data-concessao,Instituição-depósito-registro,Número-depósito-PCT,Data-deposito-PCT,Nome-titular,Nome-depositante,Casamento-Levenshtein,GOOGLE-Id,GOOGLE-Number,GOOGLE-Title
'7572366766177648,Lauro Tatsuo Kubota,Método de determinação direta de paracetamol em amostras farmacêuticas pulverizadas por espectroscopia de fluorescência,2005,Brasil,Patente,Unicamp,"['paracetamol', 'Fluorescência', 'medicamentos', 'determinação']",KUBOTA LT,1,PRIVILEGIO_DE_INOVACAO_PI,4496-0,27072005,,,,,,,,"0,00",,,
'7572366766177648,Lauro Tatsuo Kubota,Processo de fabricação de eletrodos de diamante dopado para eletroquímica,2006,Brasil,Patente,Unicamp,"['Eletrodo', 'Diamante dopado com boro', 'Eletroquímica']","TEÓFILO, Reinaldo; Baranauskas, V; Ceragioli, HJ; Peterlevitz, AC; KUBOTA LT",5,PRIVILEGIO_DE_INOVACAO_PI,PI0600897-6,12122006,,,,,,,,"0,00",,,
'7572366766177648,Lauro Tatsuo Kubota,Reciclagem de embalagens multicamadas,2007,Brasil,Patente,Unicamp,"['Alumínio', 'Reciclagem', 'Meio ambiente']","KISNER, Alexandre; RAU, A.; NICOLETI, C.; KUBOTA LT",4,PRIVILEGIO_DE_INOVACAO_PI,PI 018070069710,23042007,,,,,,,,"0,00",,,
'7572366766177648,Lauro Tatsuo Kubota,Biossensor para detecção precoce da ferrugem asiática na soja,2008,Brasil,Analítica,,"['Imunossensores', 'Surface plasmon resonance', 'SPR', 'monocamadas automontadas']","Mendes, R. K.; Stach-Machado, D.R.; Kubota, Lauro Tatsuo",3,PRIVILEGIO_DE_INOVACAO_PI,PI018080072895,12122008,,,,,,,,"0,00",,,
'7572366766177648,Lauro Tatsuo Kubota,"Dispositivo sensor, processo de preparação do dispositivo, método para detecção de artemisinina em amostras multicomponentes, e uso",2009,Brasil,Patente,Unicamp,"['Hemolisado de sangue', 'Artemisinin', 'Eletrodo modificado', 'Eletrodo de Pasta de Carbono']","LIMA, Phabyanno Rodrigues; GOULART, Marília de Oliveria Fonseca; Abreu, F.C.; Reys, J.R.M.; Kubota, L.T.",5,PRIVILEGIO_DE_INOVACAO_PI,PI018090004683,23042009,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Estadual de Campinas,"0,00",,,
'7572366766177648,Lauro Tatsuo Kubota,Processos de obtenção de dispositivos eletrônicos a base de nanoeletrodos e dispositivos eletrônicos obtidos a partir dos mesmos,2009,Brasil,Patente,Unicamp,"['Sensor eletroquímico', 'Sensor', 'Eletrodo íon-seletivo', 'Instrumentacao']","KISNER, Alexandre; Diniz, J. A.; Cavarsan, F. A.; Kubota, L. T.",4,PRIVILEGIO_DE_INOVACAO_PI,PI018090014945,14052009,,,,,,,,"0,00",,,
'7572366766177648,Lauro Tatsuo Kubota,Dispositivo de sepração cromatográfica em papel associada a detecção eletroquímica,2010,Brasil,,,"['Biosensor', 'Detecção em papel', 'dispositivo em papel']","Carvalhal, R. F.; GOBBI, ANGELO L.; Piazetta, M.H.; Kfouri, M.S.; Kubota, L.T.",5,PRIVILEGIO_DE_INOVACAO_PI,PI018100048406,17092010,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Lauro Tatsuo Kubota;Universidade Estadual de Campinas,"0,00",,,
'7572366766177648,Lauro Tatsuo Kubota,"Método de obtenção de eletrodos de óxido de cobre nanoestruturado, eletrodos de óxido de cobre nanoestruturado e seu uso",2014,Brasil,,,[],"Kubota, L T; BARRAGAN, J. T. C.",2,PRIVILEGIO_DE_INOVACAO_PI,BR10201402147,24082014,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Estadual de Campinas,"0,00",,,
'7572366766177648,Lauro Tatsuo Kubota,Célula espectroeletroquímica fechada e seu uso,2014,Brasil,,,[],"Kubota, L T; BASSETTO, VICTOR COSTA; TIMM, RONALDO ADRIANO; TOMA, M. S.",4,PRIVILEGIO_DE_INOVACAO_PI,BR10201402684,27102014,,,INPI - Instituto Nacional da Propriedade Industrial,,,,"Lauro Tatsuo Kubota;TIMM, RONALDO ADRIANO;BASSETTO, VICTOR C.;Mario S. Toma;Universidade Estadual de Campinas","0,00",,,
'7572366766177648,Lauro Tatsuo Kubota,Dispositivo eletroquímico para acoplamento em micropipetas e uso,2017,Brasil,,,[],"Kubota, L T; BARRAGAN, JOSE TIAGO",2,PRIVILEGIO_DE_INOVACAO_PI,BR10201702354,31102017,,,INPI - Instituto Nacional da Propriedade Industrial,,,,"Lauro Tatsuo Kubota;BARRAGAN, JOSE TIAGO;Universidade Estadual de Campinas","0,00",,,
'7572366766177648,Lauro Tatsuo Kubota,Biossenor para fenol baseado no bloqueio da transferência direta da peroxidase imobilizada sobre sílica titãnio,2000,Brasil,Desenvolvimento de metodologia para determinação de fenol,,"['biossenor', 'determinação de fenol']","KUBOTA LT; ROSATTO, S. S.; OLIVEIRA NETO, Graciliano de",3,PATENTE_NO_EXTERIOR_PE,BR200000761-A,22022000,22022000,25092001,,,,,,"0,00",,,
'1093242836059112,Lirio Schaeffer,Composição Fricciionante e Método de Preparação,2010,Brasil,,,[],"LEWIS, J. A.; ARRIECHE, F. E.; SCHAEFFER, L.; LIETZMANN, K. D.",4,PRIVILEGIO_DE_INOVACAO_PI,016100007116,14122010,,,,,,,,"0,00",,,
'6269743468643923,Lúcia Helena Faccioli,Usos de uma composição contendo um biofármaco expressando a proteína de choque térmico HSP65 de micobactérias,2007,Brasil,,,[],"Faccioli, Lúcia Helena",1,PRIVILEGIO_DE_INOVACAO_PI,PI018070053678,31082007,,,INPI - Instituto Nacional da Propriedade Industrial,,,,,"0,00",,,
'6269743468643923,Lúcia Helena Faccioli,Composições farmacêuticas contendo hialuronidase e seus usos,2009,Brasil,,,[],"Bitencourt, Claudia da S.; Nicolete, Roberto; Sampaio, Suely Vilela; Braga, ECA; Faccioli, Lúcia Helena",5,PRIVILEGIO_DE_INOVACAO_PI,PI09023127,03112009,,,INPI - Instituto Nacional da Propriedade Industrial,,,,,"0,00",,,
'9595338480545794,Luciana Correia de Almeida Regitano,Método para identificação de resistência ao carrapato bovino Boophilus microplus e kit para detecção de animais resistentes,2007,Brasil,Seleção assistida por marcadores,CNPq,"['bovino', 'melhoramento', 'diagnóstico molecular', 'carrapato']","Regitano, L. C. de A.; OLIVEIRA, M C de S",2,PRIVILEGIO_DE_INOVACAO_PI,PI0702200-0,12062007,27012009,27012009,,,,,,"0,00",,,
'1936337806232049,Lucio Angnes,"DETECTOR PARA ANÁLISE DE SULFITO, ELETRODO NANOESTRUTURADO COM MÚLTIPLAS BICAMADAS DE PORFIRINAS E MÉTODO PARA FABRICAÇÃO DO REFERIDO ELETRODO",2003,Brasil,Análise de sulfito em bebidas,,"['Sensor para sulfito', 'Eletrodo microestruturado']","TOMA, H. E.; ANGNES, L.; WINNISCHOFER, H.",3,PRIVILEGIO_DE_INOVACAO_PI,PI03058972,25112003,,21032017,INPI - Instituto Nacional da Propriedade Industrial,,,,Lucio Angnes;Henrique Eisi Toma;Koiti Araki;Koiti Araki;Winnishofer Herbert;Universidade de São Paulo,"0,00",,,
'1936337806232049,Lucio Angnes,"Analisador por Injeção em Fluxo, difusão gasosa e detecção amperométrica",2009,Brasil,,,[],"MARTINS, P. R.; (Lopes FS); GUTZ, IVANO G. R.; TOMA, HENRIQUE E.; ARAKI, KOITI; ANGNES, LUCIO",6,PRIVILEGIO_DE_INOVACAO_PI,PI09052763,14122009,,,INPI - Instituto Nacional da Propriedade Industrial,,,,"ANGNES LUCIO;ARAKI, KOITI;TOMA, HENRIQUE E.;MARTINS, PAULO ROBERTO;Fernando da Silva Lopes;Ivano Gebhardt Rolf Gutz);Universidade de São Paulo","0,00",,,
'1936337806232049,Lucio Angnes,"Nanocompósitos de óxido de metal de transição e porfirinas tetrarrutenadas, eletrodos modificados e método para a determinação de analitos",2005,Brasil,,,[],"ARAKI, KOITI; ARAKI, KOITI; QUINTINO, Maria Do Socorro Maia; QUINTINO, Maria Do Socorro Maia; HERBERT WINNISCHOFER; HENRIQUE EISI TOMA; HENRIQUE EISI TOMA",7,PRIVILEGIO_DE_INOVACAO_PI,PI05054591,05122005,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Lucio Angnes;Lucio Angnes;Winnishofer Herbert;Universidade de São Paulo,"0,00",,,
'2710474728753403,Lúcio Cardozo Filho,"Catalisador Encapsulado, Processo para sua Preparação e Processo para Oxidação de Cicloalcanos",2005,Brasil,Sintese de catalisador biomimetica para a produção de cicloalcanos,Petrobras,"['Cicloalcano', 'Oxidação', 'Encapsulamento']","SALOMÃO, Gisele Cantalice; OLSEN, Mara Heloisa Neves; FERNANDES, Christiane; L. Cardozo-Filho",4,PRIVILEGIO_DE_INOVACAO_PI,PI-0502381-5,20062005,02082005,,,,,,,"0,00",,,
'2710474728753403,Lúcio Cardozo Filho,Process for Extraction of Carotenoids,2006,Brasil,,,[],"ANTUNES, O. A. C.; L. Cardozo-Filho",2,PRIVILEGIO_DE_INOVACAO_PI,PI 0504594-0,17102006,,28012014,Exterior,,,,"Antunes, Octavio Augusto Ceva;Lucio Cardozo-Filho;Aranda, Donato;Aranda, Donato;Universidade Federal do Rio de Janeiro;Universidade Estadual de Maringá","0,00",,,
'2710474728753403,Lúcio Cardozo Filho,Obtenção de neolignanas com atividade antimicobacteriana,2012,Brasil,,,"['Neolignans', 'Supercritical CO2 extraction']","CARDOZO-FILHO, L; DIAS FILHO, B. P.; LEMOS, C. O. T.; CARRARA, V. S.; R. F. CARDOSO; SCODRO, REGIANE B. DE L.; SIQUEIRA, V. L. D.",7,PRIVILEGIO_DE_INOVACAO_PI,BR102012005281,09032012,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Diógenes A.G. Cortez;Universidade Estadual de Maringá,"0,00",,,
'2710474728753403,Lúcio Cardozo Filho,UNIDADE DE ULTRA PRESSURIZAÇÃO PARA IMPREGNAÇÃO E ESTERILIZAÇÃO DE AMOSTRAS EM MEIO LÍQUIDO,2020,Brasil,,"CAPES, CNPq, UEM","['ULTRA PRESSURIZAÇÃO', 'ESTERILIZAÇÃO']","Cardozo Filho, L.",1,MODELO_DE_UTILIDADE_MU,BR20202001490,22072020,,,INPI - Instituto Nacional da Propriedade Industrial,,,,"Lúcio Cardozo Filho;Karen Medeiros Gonçalves;BARÃO, CARLOS EDUARDO;Paulo Cardozo Carvalho de Araújo;Thainara Bovo Massa;ANDRESA CARLA FEIHRMANN;Universidade Estadual de Maringá","0,00",,,
'2710474728753403,Lúcio Cardozo Filho,UNIDADE DE TRATAMENTO DE EFLUENTES REAIS POR OXIDAÇÃO SUPERCRÍTICA INTEGRADA A PROCESSOS DE SEPARAÇÃO ALTERNATIVOS VIA ADSORÇÃO COM ZEÓLITA E FILTRAÇÃO POR MEMBRANAS,2020,Brasil,,,"['OXIDAÇÃO SUPERCRÍTICA INTEGRADA', 'TRATAMENTO DE EFLUENTES REAIS', 'ADSORÇÃO COM ZEÓLITA', 'FILTRAÇÃO POR MEMBRANAS']","Cardozo Filho, L.; Cardozo Filho, L.",2,MODELO_DE_UTILIDADE_MU,BR10202001541,29072020,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Célia Regina Granhen Tavares;Paulo Cardozo Carvalho de Araújo;Ana Paula Jambers Scandelai;Leandro Ferreira Pinto;Universidade Estadual de Maringá,"0,00",,,
'2710474728753403,Lúcio Cardozo Filho,MÉTODO DE RECICLAGEM DE BATERIAS DE ÍONS DE LÍTIO,2020,Brasil,,,"['BATERIAS DE ÍONS DE LÍTIO', 'RECICLAGEM']","R. P. Almeida; R. P. Almeida; RONCHINI, C. M. B.; NORONHA, D. R.; NORONHA, D. R.; VIEIRA FILHO, J.; VIEIRA FILHO, J.; FIDANZA, L. B.; CARDOZO-FILHO, L; ABBADE, M. L. F.; DONATO, M. A. M.; M. P.SANTOS",12,MODELO_DE_UTILIDADE_MU,BR1020200156217,30072020,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Lúcio Cardozo Filho;BRUNA DIAS PIRES DE SOUZA;BRUNA DIAS PIRES DE SOUZA;IVAN ARITZ ALDAYA GARDE;IVAN ARITZ ALDAYA GARDE;JOSE AUGUSTO DE OLIVEIRA;JOSE AUGUSTO DE OLIVEIRA;CAROLINA MAGDA BASSOTO RONCHINI;LETÍCIA BARBOSA FIDANZA;MARCELO LUÍS FRANCISCO ABBADE;MARCO AURÉLIO MARCON DE DONATO;MIRIAN PAULA DOS SANTOS;Universidade Estadual Paulista Júlio de Mesquita Filho,"0,00",,,
'2710474728753403,Lúcio Cardozo Filho,Aparato para extração de componentes ativos por fluidos pressurizados atóxicos,2020,Brasil,,,"['fluidos pressurizados atóxicos', 'Extração com Fluido Pressurizado', 'componentes ativos']","CARDOZO FILHO, L; Andresa C. Feihrmann",2,MODELO_DE_UTILIDADE_MU,BR20202002617,21122020,,,INPI - Instituto Nacional da Propriedade Industrial,,,,"Lúcio Cardozo Filho;Rogério Favareto;Paulo Cardozo Carvalho de Araújo;JASKI, JONAS MARCELO;ANDRESA CARLA FEIHRMANN;Rayane Monique Sete da Cruz;Universidade Estadual de Maringá","0,00",,,
'2710474728753403,Lúcio Cardozo Filho,APARATO EXPERIMENTAL PARA MEDIDAS DE TEMPERATURA E PRESSÃO EM SISTEMA PRESSURIZADO,2020,Brasil,,,"['Efeito Joule-Thomson', 'Medidas Experimentais']","CARDOZO-FILHO, L",1,MODELO_DE_UTILIDADE_MU,BR1020200196073,25092020,,,INPI - Instituto Nacional da Propriedade Industrial,,,,"Lúcio Cardozo Filho;Cabral, V.F.;Regiani Aparecida de Almeida;Ricardo Vicente de Paula Rezende;Paulo Cardozo Carvalho de Araújo;Universidade Estadual de Maringá;Petróleo Brasileiro - Rio de Janeiro - Matriz","0,00",,,
'2710474728753403,Lúcio Cardozo Filho,Processo catalítico para a oxidação de ciclohexano a ciclohexanol e ciclohexanona,2006,Brasil,Obtenção de Ciclohexanol e Ciclohexanona a partir de Cicloexano em meio Supercritico.,Universidade Federal do Rio de Janeiro,"['Supercrítico', 'Cicloexano', 'Oxidação', 'Cicloexanol', 'Cicloexanona']","OLSEN, Mara Heloisa Neves; SALOMÃO, Gisele Cantalice; DRAGO, Valderes; FERNANDES, Christiane; L. Cardozo-Filho",5,PRIVILEGIO_DE_INOVACAO_PI,PI-0602602-8,05052006,,26122007,,,,,,"0,00",,,
'1083882171718362,Lucymara Fassarella Agnez Lima,Genoma de Mycoplasma synoviae,2004,Brasil,registro de sequencia de genoma,CNPq,"['genoma', 'Mycoplasma synoviae']","VASCONSELOS, Ana Tereza de; CONSORTION, Brasilian Nacional Genome Project; PROGRAM, Southern Genome Investigation; AGNEZ-LIMA, L. F.",4,OUTRO_OU,AE017245,13092004,,10082005,,,,,,"0,00",,,
'1083882171718362,Lucymara Fassarella Agnez Lima,Polinucleotídeos codificadores de genes do cromossomo da bactéria Mycoplasma synoviae 2004,2004,Brasil,patente de genes com potencial biotecnológico de M. synoviae,CNPq,"['genoma', 'Mycoplasma synoviae']","AGNEZ-LIMA, L. F.; VASCONSELLOS, Ana Tereza de; NUCLEOTÍDICO, Rede Nacional de Sequenciamento",3,OUTRO_OU,PI0402981-0,26022004,,,,,,,,"0,00",,,
'1083882171718362,Lucymara Fassarella Agnez Lima,Genoma de Chromobacterium violaceum,2003,Brasil,Registro de sequencia de genoma de Chromobacterium violaceum no GenBank,CNPq,"['genoma', 'Chromobacterium violaceum']","AGNEZ-LIMA, L. F.; VASCONCELOS, Ana Tereza Ribeiro de; CONSORTION, Brasilian Nacional Genome Project",3,OUTRO_OU,AE016825,10012003,,30012003,,,,,,"0,00",,,
'1083882171718362,Lucymara Fassarella Agnez Lima,Polinucleotídeos codificadores de genes do cromossomo da bactéria&#09;Chromobacterium violaceum,2003,Brasil,Patente de genes com potencial biotecnológico,CNPq,"['genoma', 'Chromobacterium violaceum']","VASCONCELOS, Ana Tereza Ribeiro de; AGNEZ-LIMA, L. F.; CONSORTION, Brasilian Nacional Genome Project",3,OUTRO_OU,000537/02,19122002,,,,,,,,"0,00",,,
'1083882171718362,Lucymara Fassarella Agnez Lima,Genoma completo de Mycoplasma hyopneumoniae 7448,2004,Brasil,registro de sequencia genomica,CNPq,"['genoma', 'mycoplasma']","VASCONSELOS, Ana Tereza de; CONSORTION, Brasilian Nacional Genome Project; PROGRAM, Southern Genome Investigation; AGNEZ-LIMA, L. F.",4,OUTRO_OU,AE017244,13092004,,10082005,,,,,,"0,00",,,
'1083882171718362,Lucymara Fassarella Agnez Lima,Polinucleotídeos codificadores de genes do cromossomo da bactéria Mycoplasma hyopneumoniae,2003,Brasil,patente de genes de M hyopneumoniae,CNPq,"['genoma', 'mycoplasma']","AGNEZ-LIMA, L. F.; VASCONCELOS, Ana Tereza Ribeiro de; CONSORTION, Brasilian Nacional Genome Project; PROGRAM, Southern Genome Investigation",4,OUTRO_OU,PI0306775-0,23122003,,,,,,,,"0,00",,,
'1083882171718362,Lucymara Fassarella Agnez Lima,BIOSSURFACTANTE PROTEICO E SEU PROCESSO DE OBTENÇÃO,2019,Brasil,,cnpq,"['biossurfactante', 'metagenômica']","Agnez-Lima, Lucymara Fassarella; ARAUJO, S. C. S.; FONSÊCA, Marbella Maria Bernardes da; SILVA, Rita de Cássia Barreto da; ARAUJO, W.; LIMA, D. C.",6,PRIVILEGIO_DE_INOVACAO_PI,BR1020190075449,12042019,,,INPI - Instituto Nacional da Propriedade Industrial,1020190075449,,,Universidade Federal do Rio Grande do Norte,"0,00",,,
'1083882171718362,Lucymara Fassarella Agnez Lima,Genoma completo de Mycolplasma hyopneumoniae J,2004,Brasil,registo de sequencia de genoma,CNPq,"['genoma', 'mycoplasma']","VASCONCELOS, Ana Tereza Ribeiro de; CONSORTION, Brasilian Nacional Genome Project; PROGRAM, Southern Genome Investigation; AGNEZ-LIMA, L. F.",4,OUTRO_OU,AE017243,13092004,,10082005,,,,,,"0,00",,,
'8544491643812450,Luigi Carro,Memória CMOS,1995,Itália,"Desenvolvimento de uma memória CMOS, patente america 5471428",ST-Microelectronics,['Circuitos CMOS'],"CARRO, L.; BARONE, A.; TALIERCIO, M.; CAPOCELLI, P.; VARAMBALLY, R.",5,PATENTE_NO_EXTERIOR_PE,5471428,01031991,,,,,,,,"0,00",,,
'6682146998710900,Luis Antonio Aguirre,"Modelo de dispositivo para medição de peso e carga de veículos e equipamentos a partir da variação de pressão ou da deflexão nos sistemas pneumáticos, Patente Nacional MU 7702418-4",2009,Brasil,Medição de peso e carga de veículos e equipamentos,,[],"MARTINEZ, C. B.; Barbosa M. P.; AGUIRRE, L. A.",3,MODELO_DE_UTILIDADE_MU,MU 7702418-4,27072009,27072009,29072009,,,,,,"0,00",,,
'7408984376493963,Luis Carlos de Souza Ferreira,Formulação farmacêutica contendo flagelina co-administrada e/ou fusionada a um peptídeo (p10) e seu uso,2009,Brasil,vacina/imunoterapia para controle da paracoccidiodomicose,FAPESP,"['adjuvantes', 'Vacinas', 'P.brasiliensis']","TRAVASSOS, LUIZ R.; FERREIRA, LUÍS C. S.; TEIXEIRA, ALINE F.; G.M.G.RITTNER,; Braga, Catarina J. M.; Sbrogio-Almeida, Maria E.",6,PRIVILEGIO_DE_INOVACAO_PI,PI09036164,25092009,,,INPI - Instituto Nacional da Propriedade Industrial,,,,"TABORDA, CARLOS P.;Universidade de São Paulo;Universidade Federal de São Paulo;Instituto Butantan","0,00",,,
'7408984376493963,Luis Carlos de Souza Ferreira,"Proteína híbrid, sequencia de ácidos nucléicos recombinante, vetores/plasmídeos, formulações farmacêutica e/ou veterinárias e seus usos no controle de tumores induzidos pelo vírus do papiloma humano e/ou doenças infecciosas ou degenerativas",2010,Brasil,imunoterapia para tumores induzidos por vírus papiloma,FAPESP&#10;CNPq,"['cancer', 'cancer cervical', 'HPV', 'HSV', 'proteína gD']","Porchia, Bruna F. M. M.; Diniz, Mariana O.; Cariri, Francisco A. M. O.; Santana, Vinícius C.; FERREIRA, LUÍS C. S.",5,PRIVILEGIO_DE_INOVACAO_PI,PI10037497,18082010,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Luis Carlos de Souza Ferreira,"0,00",,,
'7408984376493963,Luis Carlos de Souza Ferreira,"Sequencia de ácido nucleico recombinante que codifica para os aminoácidos 3 a 512 da proteína P1 do S. mutans, proteína recombinante e seus usos na prevenção e controle da cárie dental",2011,Brasil,Desenvolvimento de uma vacina contra a cárie dental,CNPq&#10;FAPESP,"['Streptococcus mutans', 'cárie dental', 'proteína P1', 'proteína recombinante']","FERREIRA, RITA C. C.; LUIZ, WILSON B.; Souza, R. D.; Cavalcante, R.C.M; BATISTA, M. T.",5,PRIVILEGIO_DE_INOVACAO_PI,PI11036729,10032011,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Luis Carlos de Souza Ferreira;Luis Carlos de Souza Ferreira,"0,00",,,
'7408984376493963,Luis Carlos de Souza Ferreira,"Sequencias de aminoácidos de proteínas imunogênicas detoxificadas, plasmídeo recombinante, formulações farmacêutiicas e/ou veterinárias contendo o derivado da toxina termo-lábil (LTK4R) e seus usos",2010,Brasil,Desenvolvimento de novas vacinas e adjuvantes vacinais,FAPESP&#10;CNPq,"['adjuvantes', 'Vacinas', 'LT', 'toxina termo-lábil', 'Escherichia coli enterotoxigênica']","MATHIAS-SANTOS, C.; RODRIGUES, J. F.; Amorim, Jaime H.; FERREIRA, LUÍS C. S.",4,PRIVILEGIO_DE_INOVACAO_PI,PI10037403,15032010,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Luis Carlos de Souza Ferreira;Universidade de São Paulo,"0,00",,,
'8276650236213537,Luiz Antonio Pessan,Processo para preparação de nanopartículas revestidas de dióxido de titânio e/ou outros óxidos metálicos e preparação dos seus nanocompósitos em matrizes poliméricas,2008,Brasil,,UFSCar,[],"CARVALHO, L. H.; PESSAN, L. A.; BERNARDO, P R A; VIDOTTI, S E",4,PRIVILEGIO_DE_INOVACAO_PI,PI 0801349-7,30042008,,,,,,,,"0,00",,,
'8276650236213537,Luiz Antonio Pessan,Nanocomposite preparation from colloidal suspension of nanoparticle of metallic and non-metallic oxides,2009,Brasil,,,[],"CARVALHO, A. J.; Pessan, L.A.; BERNARDO, P R A; Vidotti, Suel E.",4,PRIVILEGIO_DE_INOVACAO_PI,WO2009132406-A2,11092009,,,,,,,,"0,00",,,
'8276650236213537,Luiz Antonio Pessan,"Processo para preparação de blenda polimérica de poli (cloreto de vinila)/borracha nitrílica (blenda PVC/NBR) vulvanizada in situ, blenda polimérica de poli(cloreto de vinila) (PVC)/borracha nitrílica (NBR) vulcanizada in situ e artigos",2009,Brasil,,,[],"Calmanovici, Carlos Eduardo; Rodolfo Jr., Antonio; Passador, Fabio Roberto; Pessan, Luiz Antonio",4,PRIVILEGIO_DE_INOVACAO_PI,PI09039341,25082009,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Braskem - Camaçari - Eteno;Universidade Federal de São Carlos,"0,00",,,
'8276650236213537,Luiz Antonio Pessan,"Processo para a preparação de nanocompósitos, nanocompósitos obtidos e composições dos ditos nanocompósitos com matrizes poliméricas",2008,Brasil,,,[],"Vidotti, Suel E.; BERNARDO, P.R.A.; CARVALHO, ANTONIO J.F.; Pessan, Luiz Antônio; Pessan, Luiz Antonio",5,PRIVILEGIO_DE_INOVACAO_PI,PI08013497,30042008,,19032019,INPI - Instituto Nacional da Propriedade Industrial,,,,"Luiz Antonio Pessan;Paulo Bernardo;Vidotti, Suel E.;CARVALHO, ANTONIO J.F.;Universidade Federal de São Carlos","0,00",,,
'8276650236213537,Luiz Antonio Pessan,"Sistema de cura, uso do sistema de cura, processo para preparação de blenda polimérica de poli(cloreto de vinila)/borracha nitrílica, blenda polimérica de poli(cloreto de vinila)/borracha nitrílica e produto",2009,Brasil,,,[],"PASSADOR, F R; RODOLFO JR, A; Pessan, L.A.",3,PRIVILEGIO_DE_INOVACAO_PI,P151302,30072008,,,,,,,,"0,00",,,
'2941335797138677,Luiz Carlos Dias,"Concessão de carta patente: Processo de Síntese de Metilfenidato e seus derivados (PI 9903436-0 B1, Prazo de Validade: 10 (dez) anos contados a partir de 04/10/2011, observadas as condições legais. Na folha 08 (página 1, linhas 1-2 do relatório descritivo) onde se lê: &quot;PROCESSO DE SÍNTESE DE METILFENIDATO&quot; leia-se: &quot;PROCESSO DE SÍNTESE DE METILFENIDATO E SEUS DERIVADOS&quot;)",2011,Brasil,concessão da carta patente,Instituto Nacional de Propriedade Intelectual - INPI,"['Attention Deficit Hyperactivity Disorders', 'Methylphenidate', 'Ritalin', 'processo de obtenção', 'ritalina', 'patente']","DIAS, L. C.; FERNANDES, A. M. A. P.",2,PRIVILEGIO_DE_INOVACAO_PI,9.903.436-0,02081999,02081999,02081999,,,,,,"0,00",,,
'2941335797138677,Luiz Carlos Dias,"PROCESSO DE OBTENÇÃO DE ATORVASTATINA CÁLCICA UTILIZANDO NOVOS INTERMEDIÁRIOS E ATORVASTATINA ASSIM OBTIDA (Protocolado no INPI em 25/04/2011, com o no. 018110015039)",2011,Brasil,Depósito de patente no INPI,,[],"DIAS, L. C.",1,PRIVILEGIO_DE_INOVACAO_PI,018110015039,25042011,,,,,,,,"0,00",,,
'2941335797138677,Luiz Carlos Dias,"PROCESSO DE OBTENÇÃO DE ATORVASTATINA CÁLCICA UTILIZANDO NOVOS INTERMEDIÁRIOS E ATORVASTATINA ASSIM OBTIDA (Protocolado no INPI em 25/04/2011, com o no. 018110015039)",2011,Brasil,,,[],"DIAS, L. C.",1,PRIVILEGIO_DE_INOVACAO_PI,018110015039,25042011,,,,,,,,"0,00",,,
'8763211995326640,Luiz Carlos Federizzi,Processo de clareamento de manchas e ação fungicidas e bactericidas em grãos e sementes,1999,Brasil,,,"['Clareamento de grãos manchados', 'Fungicida']","MARTINELLI, Jose Antonio; BOCCHESE, Carla Azambuja Centeno; FEDERIZZI, L. C.",3,PRIVILEGIO_DE_INOVACAO_PI,9905040-4,,,,,,,,,"0,00",,,
'5839043594908917,Luiz Henrique Capparelli Mattoso,High molecular weight polyanilines and synthetic methods therefor.,1996,Estados Unidos,PATENTE,,"['aplicações', 'Blendas', 'borracha', 'polímeros condutores']","MACDIARMID, A G; MANOHAR, S.K.; MATTOSO, Luiz Henrique Capparelli",3,PATENTE_NO_EXTERIOR_PE,"UPN-1157, USA",01061996,,,,,,,,"0,00",,,
'5839043594908917,Luiz Henrique Capparelli Mattoso,"Processo para aumentar a condutividade elétrica em polímeros condutores, compósitos e blendas usando descarga corona.",1997,Brasil,PATENTE,,"['aplicações', 'polímeros condutores', 'propriedades elétricas']","MATTOSO, Luiz Henrique Capparelli; JOB, A E; GIACOMETTI, L. A.",3,PRIVILEGIO_DE_INOVACAO_PI,PI 9705332-5,,,30101997,,,,,,"0,00",,,
'5839043594908917,Luiz Henrique Capparelli Mattoso,Sensor para análise de misturas por seletividade global e seu uso em sistema sensorial.,2002,Brasil,Detecção de substâncias húmivas,Embrapa Instrumentação Agropecuária,[],"VENANCIO, E.c.; MARTIN NETO, Ladislau; MARTIN NETO, Ladislau; TAYLOR, D M; MELLO, S. V.; MATTOSO, Luiz Henrique Capparelli",6,PRIVILEGIO_DE_INOVACAO_PI,PI02004097,30012002,,12092017,INPI - Instituto Nacional da Propriedade Industrial,,,,Luiz Henrique Capparelli Mattoso;A RIUL JÚNIOR;A RIUL JÚNIOR;F J Fonseca;F J Fonseca;E C Venancio;Empresa Brasileira de Pesquisa Agropecuária,"0,00",,,
